516, -0.021555, -0.059875, 9.1968, 0, 0.00106526, 0.0117179, -0.00852208, 
983, -0.04311, -0.13891, 9.50576, 0, 0.00319578, 0.00319578, -0.00319578, 
1248, -0.040715, -0.122145, 9.37643, 0, -0.00319578, 0.0106526, -0.00319578, 
1534, -0.05748, -0.0479, 9.30457, 0, -0.00213052, 0.0106526, -0.00958734, 
1828, -0.0479, -0.15807, 9.49618, 0, -0.00106526, 0.0106526, -0.00639156, 
2108, -0.01437, -0.13412, 9.40277, 0, -0.00426104, 0.0117179, -0.00639156, 
2366, -0.01437, -0.11017, 9.36685, 0, -0.00106526, 0.00958734, -0.0053263, 
2622, -0.050295, -0.13891, 9.4363, 0, -0.00639156, 0.00745682, -0.0053263, 
2916, -0.045505, -0.126935, 9.37643, 0, -0.00213052, 0.00639156, -0.00639156, 
3223, -0.040715, -0.1437, 9.41714, 0, -0.00106526, 0.00639156, -0.00958734, 
3483, -0.04311, -0.12933, 9.44349, 0, -0.00426104, 0.00745682, -0.00745682, 
3743, -0.03832, -0.079035, 9.37882, 0, 0.00106526, 0.00958734, -0.00319578, 
3995, -0.002395, -0.12933, 9.36924, 0, -0.00319578, 0.00745682, -0.00426104, 
4292, -0.064665, -0.11975, 9.38122, 0, -0.00213052, 0.00958734, -0.00745682, 
4578, 0.007185, -0.079035, 9.46265, 0, -0.00319578, 0.00426104, -0.00745682, 
4833, -0.03832, -0.141305, 9.44349, 0, 0, 0.0053263, -0.00639156, 
5084, -0.03353, -0.107775, 9.40038, 0, 0.00426104, 0.00639156, -0.00639156, 
5337, 0.002395, -0.126935, 9.45306, 0, 0.00106526, 0.0053263, -0.00106526, 
5637, -0.064665, -0.11017, 9.43391, 0, -0.00213052, 0.00639156, -0.00639156, 
5930, -0.03832, -0.141305, 9.43869, 0, 0.00213052, 0.0053263, -0.0117179, 
6184, -0.03353, -0.141305, 9.3884, 0, -0.00426104, 0.00852208, -0.0053263, 
6440, -0.026345, -0.07664, 9.43869, 0, -0.00319578, 0.00319578, -0.0053263, 
6693, -0.035925, -0.107775, 9.41714, 0, 0.00106526, 0.00213052, -0.00639156, 
7007, -0.02395, -0.13891, 9.35727, 0, -0.00319578, 0.00426104, -0.00639156, 
7288, -0.03832, -0.13412, 9.40517, 0, -0.00745682, -0.00319578, -0.0117179, 
7551, -0.342485, -0.476605, 9.15848, 0, 0.00958734, 0.0308925, -0.00745682, 
7804, 0.136515, -0.275425, 9.56324, 0, -0.00213052, 0.0127831, -0.0053263, 
8058, 0.13412, -0.1916, 9.52971, 0, 0.00213052, 0.0053263, -0.00745682, 
8359, 0.08143, -0.165255, 9.43869, 0, -0.00213052, 0.00213052, -0.00639156, 
8635, -0.002395, -0.13412, 9.45546, 0, -0.00426104, 0.00106526, -0.00426104, 
8886, -0.055085, -0.13412, 9.40996, 0, 0.00426104, 0.0170442, -0.00639156, 
9143, -0.026345, -0.29219, 9.42432, 0, 0.00852208, 0.0223705, -0.0170442, 
9412, -0.031135, -0.06227, 9.45067, 0, -0.00426104, 0.00745682, -0.00213052, 
9727, -0.03832, -0.122145, 9.37882, 0, 0.00106526, 0.0106526, -0.00639156, 
9992, -0.069455, -0.050295, 9.34529, 0, -0.00426104, 0, -0.0191747, 
10278, -0.00479, -0.10538, 9.40038, 0, -0.00639156, 0.00213052, -0.00319578, 
10527, -0.285005, 0.1437, 9.11537, 0, -0.0735029, 0.0117179, 0.0181094, 
10817, -0.040715, -0.064665, 9.33092, 0, 0.0159789, 0.0149136, 0.0766987, 
11096, 0.399965, 0.56043, 9.3908, 0, -0.0127831, -0.00745682, 0.0511325, 
11360, 0.45505, 0.52211, 9.30218, 0, -0.0383494, -0.0159789, -0.0266315, 
11639, 0.26824, 0.605935, 9.68299, 0, 0.0340883, 0.0117179, -0.109722, 
11903, 0.002395, 1.5807, 12.0373, 0, -0.169376, -0.0745682, -0.320643, 
12205, -1.29809, 2.46685, 10.2267, 0, 0.12357, -0.308925, -0.26738, 
12505, -1.4873, -0.48379, 3.39132, 0, -0.0596546, -0.0117179, -0.0788292, 
12758, -2.01419, -0.42631, 11.5559, 0, -0.134223, -0.421843, -0.290816, 
13018, 1.37952, -1.82978, 19.4713, 0, 0.304664, 0.222639, -0.381363, 
13283, 3.72662, -6.40183, 11.5367, 0, 0.0926776, 0.311056, -0.419712, 
13590, -0.227525, -0.75203, 8.37053, 0, 0.234357, -0.00958734, -0.63596, 
13861, 0.649045, -2.35189, -0.02395, 0, -0.151267, -0.479367, -1.06419, 
14114, 4.00923, -4.06671, 8.85671, 0, -0.118244, -0.150202, -0.965126, 
14368, 2.72072, -4.81874, 11.5846, 0, 0.0703072, 0.150202, -0.768052, 
14643, 0.754425, -1.916, 9.8219, 0, 0.0415451, 0.0958734, -0.57524, 
14945, -1.40587, 1.3891, 7.63287, 0, -0.0745682, -0.153397, -0.705202, 
15215, -0.42631, -0.79993, 9.00041, 0, -0.0308925, -0.0191747, -0.421843, 
15474, -0.28261, 0.3832, 10.1332, 0, -0.00958734, 0.0553935, -0.193877, 
15796, -0.57001, -0.280215, 9.22075, 0, -0.0255662, 0.00639156, -0.219444, 
16083, -0.94363, 1.34839, 9.38361, 0, -0.00745682, 0.0181094, -0.162985, 
16420, -1.39868, 3.10153, 10.2889, 0, 0.0117179, 0.0639156, 0.472975, 
16704, -1.24301, 1.12326, 12.2169, 0, 0.0521977, 0.600807, 0.704137, 
16963, 1.53041, -3.37935, 11.2038, 0, 0.127831, 1.02904, 0.814924, 
17214, 1.53999, -1.13284, 8.66751, 0, -0.0159789, 1.84503, 1.18244, 
17482, 2.96262, -2.56505, 8.16456, 0, -0.137419, 2.12839, 0.999214, 
17810, -0.926865, 3.03447, 4.16012, 0, -0.16405, 1.4903, 0.803206, 
18073, -2.24412, 1.71961, 8.9118, 0, -0.169376, 0.202399, 1.06952, 
18320, 0.376015, -0.581985, 5.78393, 0, -0.155528, -0.0926776, 0.877774, 
18579, -0.294585, -2.00941, 9.76202, 0, -0.14168, 0.198138, 0.786162, 
18866, -4.26789, 1.20708, 9.40517, 0, 0.148071, 0.162985, 0.704137, 
19157, -2.89077, -0.28261, 7.86039, 0, -0.0383494, -0.140614, 0.651939, 
19412, -4.13617, -0.299375, 8.76331, 0, -0.0340883, -0.533695, 0.284424, 
19667, -0.146095, -0.15807, 9.7716, 0, -0.0724377, -0.0223705, 0.384559, 
19918, -0.8143, -0.136515, 10.0901, 0, -0.0607198, 0.549674, 0.456997, 
20205, -1.55915, 0.91489, 9.50815, 0, -0.151267, 0.998149, 0.602937, 
20493, -2.1579, 1.3436, 8.68906, 0, 0.00319578, 1.16433, 0.382428, 
20751, -2.28962, 0.907705, 8.39208, 0, -0.0703072, 1.32305, 0.197073, 
21002, -4.20323, 0.969975, 11.1463, 0, 0.0564588, 1.74703, -0.0234357, 
21266, -1.916, 0.43589, 10.4614, 0, -0.0692419, 2.30203, -0.657265, 
21594, -4.12419, 2.97938, 9.54168, 0, -0.59335, 2.78885, -1.27618, 
21880, -3.547, -9.87459, 6.14318, 0, -0.433561, 2.56515, -1.35714, 
22144, -7.74064, -3.29792, 22.2208, 0, -0.609329, 2.08365, -0.983235, 
22404, -8.97886, -4.15772, 11.2517, 0, -0.354732, 1.48817, -0.795749, 
22658, -7.56102, 2.43332, 12.0205, 0, 0.0926776, 1.52652, -0.563523, 
22986, -3.99486, -0.29219, 9.11777, 0, -0.194943, 1.52758, -0.850078, 
23272, -0.055085, -0.035925, 6.706, 0, 0.494281, 2.03784, -0.900145, 
23539, -5.47258, -3.75297, 8.11905, 0, 0.537956, 2.13052, -0.399473, 
23788, -3.54939, 3.86553, 8.43998, 0, 1.0088, 1.4871, -0.557131, 
24034, -6.54075, -1.46335, 7.43648, 0, 1.11959, 1.10148, -0.44954, 
24329, -7.82447, 0.534085, 7.54186, 0, 1.18776, 0.77977, -0.223705, 
24603, -5.25703, -0.32572, 5.83183, 0, 1.33051, 0.745682, -0.0596546, 
24856, -7.62329, 0.443075, 6.87126, 0, 0.939559, 0.951277, 0.0138484, 
25112, -9.66862, -3.76973, 7.1874, 0, 0.496411, 1.10894, -0.0969387, 
25373, -5.15883, 0.227525, 7.13471, 0, 0.327035, 0.888427, -0.323839, 
25678, -6.29885, -0.203575, 6.78743, 0, 0.314252, 0.511325, -0.414386, 
25951, -6.12402, 0.18202, 5.99948, 0, 0.349405, 0.303599, -0.308925, 
26201, -6.92874, 0.366435, 6.8042, 0, 0.188551, 0.51239, -0.172572, 
26442, -7.15626, -0.3353, 7.19219, 0, 0.169376, 1.02158, -0.0980039, 
26735, -7.50354, -0.079035, 6.86647, 0, 0.0798945, 1.28577, 0.0937429, 
27015, -8.22683, -1.12086, 6.49285, 0, 0.20453, 1.36886, 0.377102, 
27277, -7.92027, -0.82388, 6.16952, 0, 0.442083, 1.4903, 0.612525, 
27527, -10.5835, 1.23582, 6.75151, 0, 0.580567, 1.30814, 0.905471, 
27784, -5.91565, -0.39757, 7.29038, 0, 0.893753, 1.72572, 1.05674, 
28066, -10.2003, 0.740055, 7.75501, 0, 0.863926, 1.87592, 1.35075, 
28356, -10.1548, 0.433495, 8.35376, 0, 1.52545, 2.30416, 1.86421, 
28618, -17.8835, 7.35026, 7.69274, 0, 1.3092, 1.32305, 1.66607, 
28878, -5.18039, 4.05474, 3.23565, 0, 1.19522, 1.67992, 1.3092, 
29118, -9.92488, 0.38799, 4.026, 0, 0.84049, 1.54676, 1.46793, 
29460, -0.47421, -5.20194, -3.70267, 0, 1.55954, 2.10176, 1.62346, 
29744, -6.5647, -3.68112, -0.902915, 0, 1.64583, 1.83012, 1.60322, 
29994, -8.88785, 2.27525, -1.04662, 0, 1.23144, 1.09828, 1.40295, 
30239, -8.8136, 5.58754, 1.59986, 0, 0.764857, 0.82025, 1.01413, 
30493, -8.46872, 4.01881, 1.32923, 0, 0.467649, 0.77977, 0.49215, 
30792, -8.89743, 4.22478, 1.40587, 0, 0.361123, 0.726507, 0.266315, 
31077, -8.94293, 5.09656, 1.34839, 0, 0.258858, 0.724377, 0.230096, 
31328, -9.07466, 4.94807, 0.90052, 0, 0.155528, 0.644482, 0.077764, 
31586, -8.72259, 4.65588, 1.1472, 0, 0.395211, 0.682832, 0.199204, 
31891, -8.72738, 4.3589, 1.69806, 0, 0.649809, 0.795749, 0.527304, 
32198, -8.30586, 3.86553, 2.02617, 0, 0.803206, 1.00241, 0.574175, 
32492, -8.51902, 4.14335, 0.974765, 0, 1.00667, 1.01839, 0.562457, 
32748, -8.77528, 5.32169, 0.21076, 0, 1.05141, 0.773379, 0.544348, 
32997, -8.74415, 4.89538, 0.534085, 0, 1.07698, 0.959799, 0.517716, 
33259, -8.04959, 5.42707, 0.24429, 0, 1.06206, 1.47006, 0.667918, 
33550, -7.72627, 5.37917, -0.57001, 0, 0.849012, 2.09537, 0.84049, 
33813, -8.15019, 5.03668, -1.21187, 0, 0.403734, 2.31907, 0.568849, 
34062, -8.40166, 4.82832, -1.08733, 0, 0.234357, 2.05808, 0.00106526, 
34315, -8.66032, 4.43075, -1.19032, 0, 0.439952, 1.70442, -0.398407, 
34600, -8.34418, 4.87862, -1.8226, 0, 0.563523, 1.63198, -0.505998, 
34889, -7.78854, 5.08219, -2.48362, 0, 0.713724, 1.63411, -0.181094, 
35139, -7.48198, 4.6463, -3.07997, 0, 0.886296, 1.53824, 0.303599, 
