5744	0.129962	-0.36219	8.28989	-0.00359253	9.90508e-41	0	
6044	0.181095	-0.328101	8.18549	-0.00718506	9.90508e-41	0	
6182	0.238619	-0.387756	8.22597	-0.00359253	9.90508e-41	0	
6305	0.227967	-0.447411	8.5072	-0.00359253	9.90508e-41	0	
6424	0.189617	-0.377104	8.47311	-0.00598755	9.90508e-41	0	
6545	0.136354	-0.357929	8.37724	-0.00359253	9.90508e-41	0	
6673	0.125701	-0.366451	8.19401	-0.00479004	9.90508e-41	0	
6797	0.153398	-0.396278	8.19614	-0.00359253	9.90508e-41	0	
6919	0.193878	-0.409061	8.41985	-0.00479004	9.90508e-41	0	
7141	0.181095	-0.400539	8.51572	-0.00838257	9.90508e-41	0	
7379	0.16192	-0.394148	8.42837	-0.00838257	9.90508e-41	0	
7615	0.129962	-0.353668	8.22384	-0.00838257	9.90508e-41	0	
7865	0.153398	-0.40267	8.26858	-0.00479004	9.90508e-41	0	
8101	0.227967	-0.406931	8.41985	-0.00119751	9.90508e-41	0	
8336	0.181095	-0.436758	8.53916	-0.00718506	9.90508e-41	0	
8578	0.129962	-0.372842	8.39854	-0.00479004	9.90508e-41	0	
8821	0.102265	-0.360059	8.24941	-0.00718506	9.90508e-41	0	
9064	0.144876	-0.379234	8.25793	-0.00479004	9.90508e-41	0	
9305	0.196009	-0.360059	8.37724	-0.00479004	9.90508e-41	0	
9541	0.20027	-0.417584	8.44328	-0.00598755	9.90508e-41	0	
9781	0.117179	-0.374973	8.41559	0.00119751	9.90508e-41	0	
10026	0.170442	-0.355798	8.27071	-0.00598755	9.90508e-41	0	
10265	0.157659	-0.383495	8.27071	-0.00958008	9.90508e-41	0	
10510	0.174703	-0.40267	8.35806	-0.00359253	9.90508e-41	0	
10751	0.187486	-0.387756	8.46033	-0.00479004	9.90508e-41	0	
10984	0.168312	-0.379234	8.44755	-0.00718506	9.90508e-41	0	
11220	0.164051	-0.396278	8.33676	-0.00239502	9.90508e-41	0	
11463	0.153398	-0.360059	8.25793	-0.00359253	9.90508e-41	0	
11708	0.172573	-0.409061	8.39854	-0.00239502	9.90508e-41	0	
11950	0.164051	-0.400539	8.41559	-0.00598755	9.90508e-41	0	
12191	0.132093	-0.387756	8.39641	-0.00718506	9.90508e-41	0	
12432	0.227967	-0.4048	8.3325	-0.00598755	9.90508e-41	0	
12671	0.153398	-0.370712	8.31332	-0.00598755	9.90508e-41	0	
12914	0.185356	-0.360059	8.30906	-0.00718506	9.90508e-41	0	
13156	0.196009	-0.409061	8.35806	-0.0107776	9.90508e-41	0	
13397	0.20027	-0.36432	8.41985	-0.00838257	9.90508e-41	0	
13636	0.149137	-0.338754	8.37511	-0.00718506	9.90508e-41	0	
13876	0.153398	-0.379234	8.26858	-0.00479004	9.90508e-41	0	
14116	0.191748	-0.370712	8.29628	-0.00718506	9.90508e-41	0	
14352	0.193878	-0.419714	8.34528	-0.00718506	9.90508e-41	0	
14592	0.168312	-0.360059	8.53703	-0.00359253	9.90508e-41	0	
14825	0.166181	-0.336623	8.41346	-0.00359253	9.90508e-41	0	
15085	0.11931	-0.36432	8.2281	-0.00718506	9.90508e-41	0	
15329	0.185356	-0.372842	8.22597	-0.00718506	9.90508e-41	0	
15570	0.204531	-0.415453	8.5072	-0.00479004	9.90508e-41	0	
15810	0.20027	-0.413323	8.53277	-0.00359253	9.90508e-41	0	
16050	0.168312	-0.36432	8.33676	-0.00718506	9.90508e-41	0	
16293	0.168312	-0.325971	8.20253	-0.00479004	9.90508e-41	0	
16534	0.168312	-0.396278	8.18762	-0.00119751	9.90508e-41	0	
16774	0.227967	-0.428236	8.46459	-0.00479004	9.90508e-41	0	
17015	0.198139	-0.432497	8.54129	-0.00958008	9.90508e-41	0	
17258	0.164051	-0.398409	8.32184	-0.00838257	9.90508e-41	0	
17500	0.136354	-0.368581	8.20893	-0.0131726	9.90508e-41	0	
17734	0.149137	-0.355798	8.19827	-0.00479004	9.90508e-41	0	
17969	0.187486	-0.421845	8.48163	-0.00479004	9.90508e-41	0	
18203	0.2024	-0.406931	8.4582	-0.00359253	9.90508e-41	0	
18439	0.170442	-0.436758	8.4028	-0.00598755	9.90508e-41	0	
18682	0.157659	-0.330232	8.2558	-0.00119751	9.90508e-41	0	
18934	0.151268	-0.413323	8.26432	-0.00479004	9.90508e-41	0	
19178	0.204531	-0.447411	8.44755	-0.00718506	9.90508e-41	0	
19419	0.178964	-0.353668	8.34528	0.00239502	9.90508e-41	0	
19661	0.168312	-0.383495	8.37085	-0.00598755	9.90508e-41	0	
19901	0.187486	-0.40267	8.29415	-0.00359253	9.90508e-41	0	
20141	0.168312	-0.357929	8.39215	-0.00479004	9.90508e-41	0	
20382	0.206661	-0.413323	8.33037	-0.00479004	9.90508e-41	0	
